entry_id,audio_index,label,response,sampling_method,vsv_enabled,vsv_lambda
4517,Y6Pywt0f_NFY,Yes,Yes,popular,True,0.25
27674,YcFoXRmGgIME,Yes,Yes,random,True,0.25
19314,Y5YzNSjmZ3Wg,No,No,adversarial,True,0.25
7207,YB8rdur4aams,Yes,Yes,random,True,0.25
19895,Y9dLLsZVRSZI,No,Yes,random,True,0.25
26598,YK8-b0VtNOqA,Yes,Yes,random,True,0.25
29654,YS0SQyFXbqF8,No,Yes,adversarial,True,0.25
18439,YRrmBGjJqlEo,No,No,popular,True,0.25
5160,YXplKBvZaHXA,Yes,No,random,True,0.25
24390,YoNHCc_izsDE,Yes,No,adversarial,True,0.25
6360,YfwhkCnOeyC0,Yes,Yes,adversarial,True,0.25
819,YOpiWMltpj44,No,No,random,True,0.25
30398,YETb9EIQOMAA,Yes,Yes,adversarial,True,0.25
24039,Y9z2OwpftxUE,No,No,popular,True,0.25
9006,Yh0M4RS8p_mo,Yes,Yes,random,True,0.25
18197,Y3ue0gJM0THk,Yes,Yes,popular,True,0.25
29648,YxqtrbqDlz28,Yes,Yes,popular,True,0.25
4439,YQHfyKaOHSz4,No,Yes,random,True,0.25
24823,YMOxddxW5PXs,Yes,Yes,adversarial,True,0.25
3927,YsqsI2UyrcBQ,No,Yes,popular,True,0.25
10508,YR4fXcbWFhJg,No,Yes,random,True,0.25
14752,Y0ury8KHQdL4,No,Yes,random,True,0.25
10049,Y0fMXnvD38zI,No,No,random,True,0.25
25321,Yyau2WIRkxb8,No,No,popular,True,0.25
23198,Y8ipe6b1LwHQ,No,No,adversarial,True,0.25
6174,Y4KObP7cREWw,No,No,random,True,0.25
3358,YUmNrhFKpWIY,Yes,Yes,popular,True,0.25
16511,YrBUCIK8JRLg,No,Yes,adversarial,True,0.25
8324,Y1PvMtRIlZNI,Yes,No,popular,True,0.25
4589,Y9F3sutgYTvo,No,Yes,adversarial,True,0.25
1081,YXJba7pTbpD0,No,No,random,True,0.25
10510,YYflmW68gL4E,Yes,Yes,random,True,0.25
18872,YY3lNEe-ZGF0,No,No,popular,True,0.25
1324,YCM49C3RkzV8,Yes,Yes,adversarial,True,0.25
19952,YESjMIqrvRj4,No,Yes,adversarial,True,0.25
23637,YyRoKi7rhSRo,No,Yes,adversarial,True,0.25
10313,YNDaVSIJaXVs,No,No,adversarial,True,0.25
26010,YiOCpICiu4LA,No,Yes,popular,True,0.25
21765,Yne2DpKCIr4Y,No,No,random,True,0.25
8957,Y3qrVku794u0,Yes,No,adversarial,True,0.25
23668,YoNHCc_izsDE,Yes,Yes,random,True,0.25
25342,YfPqj3nnwQOI,Yes,Yes,random,True,0.25
8323,YzBXoaQ1GVlc,Yes,Yes,random,True,0.25
7439,Ynq0BF9zGkzg,No,Yes,adversarial,True,0.25
28049,Y-mhFGevxLUg,No,No,random,True,0.25
28811,Y4CAMv5nlr-0,No,No,popular,True,0.25
20549,YROootH-mtEI,No,No,popular,True,0.25
26948,Yp9qRTh4BmSE,Yes,Yes,adversarial,True,0.25
23769,YBOB65Nd0pXo,No,No,popular,True,0.25
29843,Y2ABngPM3raQ,Yes,No,random,True,0.25
30722,YgW7s3YAthpI,No,Yes,adversarial,True,0.25
22026,YU5ij0M7T-hk,Yes,Yes,adversarial,True,0.25
5086,YrgrmLLhxoCQ,No,No,random,True,0.25
15409,YhpDltmawxIM,No,No,popular,True,0.25
2256,YCO6-i8NLbeo,No,Yes,adversarial,True,0.25
19407,YOxUVcZmeiyI,No,No,adversarial,True,0.25
4198,Y0NGSrwioYjA,No,No,random,True,0.25
2417,YpaetCbEqp2w,Yes,Yes,random,True,0.25
26807,YHdPSebdDxe4,No,No,popular,True,0.25
21544,Y6aWnK1GyeJY,No,No,random,True,0.25
7568,Yvigslb0kClE,Yes,No,popular,True,0.25
19602,YfmEft49sPfE,No,Yes,adversarial,True,0.25
4657,Y9F3sutgYTvo,No,Yes,popular,True,0.25
24641,YoNHCc_izsDE,Yes,No,popular,True,0.25
3518,YlfO471Rn61k,Yes,No,adversarial,True,0.25
20733,YP12nvSpKXcs,No,Yes,popular,True,0.25
22085,YCMNlIW6Lkwc,No,Yes,random,True,0.25
7702,YOmmPaIAXN0s,No,Yes,adversarial,True,0.25
3909,YjjHIINDfE1c,Yes,Yes,popular,True,0.25
9866,YD1Sy7kRoaR8,Yes,Yes,adversarial,True,0.25
29100,Yo3mZR8OvPko,No,No,random,True,0.25
29601,YETb9EIQOMAA,Yes,Yes,random,True,0.25
15263,YIPfaRF76gVU,No,Yes,popular,True,0.25
27613,YAI1OweEW8C0,No,Yes,random,True,0.25
12474,YLB6CZ0x-kns,No,No,popular,True,0.25
10711,Ydkiwn2FdDVw,No,Yes,adversarial,True,0.25
3956,YjOYvIISk--4,Yes,Yes,popular,True,0.25
18491,Y1QNLMF-Kl_s,Yes,Yes,random,True,0.25
23025,YOVQMFBeCHq0,No,Yes,random,True,0.25
2758,YAbplcXwXnvE,Yes,Yes,adversarial,True,0.25
3624,YdYvL6uEMl6E,No,Yes,random,True,0.25
1895,Y31WGUPOYS5g,No,Yes,popular,True,0.25
30200,YE9zN3-C64KE,Yes,No,adversarial,True,0.25
9513,YWq4OD3olO2w,No,No,random,True,0.25
8651,YwNiYSYJXssA,No,Yes,adversarial,True,0.25
11443,Yhmd6pa2e_rs,Yes,No,popular,True,0.25
14145,Y3kBlVLkN0zo,No,Yes,adversarial,True,0.25
11415,YL8dA-2Lu2hY,No,No,random,True,0.25
11143,YYflmW68gL4E,Yes,Yes,popular,True,0.25
9853,YWU3qB7gf6ao,No,Yes,adversarial,True,0.25
2865,Yy93cZqNCtks,Yes,Yes,adversarial,True,0.25
11816,Yh3UhoHIMfpw,Yes,Yes,random,True,0.25
21687,Y8IdCiapDYCU,Yes,Yes,adversarial,True,0.25
20778,YFXdoNvmrYxo,Yes,Yes,random,True,0.25
29350,YxqtrbqDlz28,Yes,Yes,adversarial,True,0.25
24764,YFi4-IqJo2xQ,No,No,random,True,0.25
11189,YszkiW0GXEOI,Yes,Yes,adversarial,True,0.25
4697,Y_iUX8CibElk,No,Yes,adversarial,True,0.25
22941,YLBe33dw9ezg,No,Yes,adversarial,True,0.25
15726,YJTHMXLC9YRs,Yes,Yes,random,True,0.25
5215,Y0yxEvdnimGg,Yes,Yes,random,True,0.25
27168,Y4sb9jN0SgTM,No,Yes,random,True,0.25
13229,Y1N_DtRpdAp8,No,No,popular,True,0.25
30171,YbhlhcGONisM,No,Yes,random,True,0.25
22012,Y1L_OyngNZMA,No,No,adversarial,True,0.25
26199,YZTYAQBnU4GM,No,No,adversarial,True,0.25
4681,YSE_3nszEw7o,Yes,No,adversarial,True,0.25
5070,YlJayhiVzl_E,Yes,Yes,adversarial,True,0.25
10074,YXZTt1xdK8uQ,Yes,Yes,random,True,0.25
1495,Y0jGH7A_hpBM,Yes,Yes,popular,True,0.25
24758,YIdBDl9Wr51A,Yes,Yes,popular,True,0.25
29672,YbLZFtoWXYTA,Yes,No,adversarial,True,0.25
18161,YGPj8h-WcjWs,No,Yes,popular,True,0.25
20168,Y-CcGuq0yoKo,No,No,random,True,0.25
836,Y9HVgYs8OOLc,Yes,No,adversarial,True,0.25
15474,YLCwSUVuTyvg,Yes,No,adversarial,True,0.25
28952,YJHhEjsAkZoc,No,Yes,adversarial,True,0.25
29220,YJdFmMw0zyKA,No,No,adversarial,True,0.25
31005,YJsoBpL86R5U,Yes,No,adversarial,True,0.25
26888,Y8ZH_PoK0clI,Yes,Yes,adversarial,True,0.25
19067,YmYQrjcYNrW0,Yes,Yes,random,True,0.25
27541,YBoe3MeEpn_c,No,No,random,True,0.25
7262,Y6NBPiArs2-w,Yes,Yes,adversarial,True,0.25
18961,YwOFBldBFRNk,No,No,adversarial,True,0.25
18877,YWCYfCfW9NA0,Yes,No,adversarial,True,0.25
27346,Yp_BB_rJaF7Q,Yes,No,adversarial,True,0.25
17998,YGPj8h-WcjWs,No,Yes,adversarial,True,0.25
4858,YXf5LjaE_JQ0,Yes,Yes,popular,True,0.25
19755,YSL3wB5sDcdw,Yes,Yes,popular,True,0.25
29239,YD96OO7nYYsg,Yes,No,adversarial,True,0.25
5662,YRp4Ct_TQvAM,Yes,Yes,popular,True,0.25
27829,Y1IoHRTUp86c,No,Yes,popular,True,0.25
23307,Y9MgGaTbmc6g,No,No,random,True,0.25
11875,YCYUlLTKoa1Y,No,Yes,random,True,0.25
20261,YQt0_xTadAT0,No,No,random,True,0.25
29390,Yc3nlaAkv9bA,No,Yes,adversarial,True,0.25
19610,YOxUVcZmeiyI,No,No,popular,True,0.25
551,YPLHXGDnig4M,Yes,Yes,popular,True,0.25
4014,Y9ucb5HYO8ps,Yes,Yes,random,True,0.25
13035,Y6TO9PEGpZcQ,Yes,Yes,popular,True,0.25
23831,Y0_K6OKtoBBU,No,Yes,adversarial,True,0.25
696,YYQGW5AwDOIo,No,Yes,random,True,0.25
3413,YF7QtqKtllK0,Yes,Yes,adversarial,True,0.25
11168,YQKHpSAAjakY,Yes,Yes,random,True,0.25
21820,Y6CDl4CqOgMg,Yes,Yes,popular,True,0.25
30167,YXWw7ZM1c_QA,Yes,Yes,popular,True,0.25
273,YfsBR7e_X_0Y,No,No,random,True,0.25
6792,YJon_DEFqsfM,Yes,Yes,adversarial,True,0.25
2046,YyVVLq4ao1Ck,Yes,No,adversarial,True,0.25
4916,Yl5KdHAWwJCw,Yes,No,popular,True,0.25
6722,Yjid4t-FzUn0,No,Yes,popular,True,0.25
23078,Y9E8BmPZ9mWc,No,Yes,adversarial,True,0.25
24726,Y3Sml1wHcuxo,No,Yes,adversarial,True,0.25
30640,YBQ-r9mEHssU,Yes,No,popular,True,0.25
20794,YI4HpYGMMsz4,Yes,Yes,adversarial,True,0.25
6336,Yjid4t-FzUn0,No,Yes,random,True,0.25
23718,Y1wW0YJQ-Xa0,Yes,Yes,popular,True,0.25
22332,YKnsKf9KoNds,Yes,Yes,random,True,0.25
24421,Y4pv3w--cRrA,No,Yes,adversarial,True,0.25
20520,Yt4prXmPwthg,No,No,random,True,0.25
25867,YLP_DzNUkAKY,Yes,Yes,popular,True,0.25
15160,YHqnSyliKTKA,Yes,Yes,adversarial,True,0.25
26281,YDrCm-HpX67k,No,No,popular,True,0.25
23612,YCMUuelJFJ7Q,Yes,Yes,popular,True,0.25
18463,YzwoqJY03yHE,No,No,adversarial,True,0.25
16463,YljrL7Cb-jr8,Yes,Yes,adversarial,True,0.25
2289,YEzWEO2WD_MM,No,No,random,True,0.25
18862,YwSHzVxdMiTo,No,Yes,adversarial,True,0.25
18108,YSePTNAN7s-w,Yes,Yes,random,True,0.25
10253,YPg2cWEnEEvc,No,No,adversarial,True,0.25
17016,YbA5zPFSFZAA,Yes,No,adversarial,True,0.25
5050,Y52IxrdTxGs4,No,Yes,adversarial,True,0.25
9239,YwoadpeAGHUQ,Yes,Yes,random,True,0.25
1650,YcPiSd5nJLrI,No,Yes,popular,True,0.25
22963,Y7MLERaOgK_Y,No,No,random,True,0.25
21210,Y9zstu_IfAm4,Yes,No,popular,True,0.25
21897,Y8IdCiapDYCU,Yes,No,popular,True,0.25
20395,YFf8bCCJfVX4,No,Yes,random,True,0.25
9732,YA2mcp0N__7U,No,No,random,True,0.25
25565,Y1Og2TJ3bXW0,Yes,Yes,popular,True,0.25
12424,YbAqgL5dCQOE,No,No,random,True,0.25
8759,Ycr0GiZr0TNY,No,No,random,True,0.25
1255,Yzq00Oe1ecpE,No,Yes,popular,True,0.25
18655,YJC2ZrXzCX4Y,Yes,Yes,random,True,0.25
11158,YinSvboaSRwA,Yes,No,adversarial,True,0.25
18543,YDc2WEiRk0rA,Yes,Yes,popular,True,0.25
10231,Y9BukzlPNqC8,No,Yes,adversarial,True,0.25
11197,Yi1u_2eZYYlE,No,Yes,random,True,0.25
14126,Y1OyEgzXCkYE,No,Yes,random,True,0.25
442,YSmdj6JFB9MQ,No,No,random,True,0.25
27998,Y4sb9jN0SgTM,No,Yes,adversarial,True,0.25
17713,YRrmBGjJqlEo,No,Yes,random,True,0.25
5729,YFfUqv0Vv3ME,No,Yes,random,True,0.25
24865,YHdxfbpnd2-8,No,Yes,popular,True,0.25
16508,YbA5zPFSFZAA,Yes,Yes,random,True,0.25
16495,YpWQeV08kYR0,Yes,Yes,popular,True,0.25
9960,YWU3qB7gf6ao,No,Yes,popular,True,0.25
25033,Yram-QPKSQYc,No,No,popular,True,0.25
21701,YFXdoNvmrYxo,Yes,No,popular,True,0.25
9976,Y6ZFU4PqXmoI,No,Yes,random,True,0.25
5133,YgQMTOKsCIyk,No,Yes,adversarial,True,0.25
6113,YO90Qy2xG6oA,Yes,No,popular,True,0.25
30031,YeqcdsdLz954,Yes,Yes,adversarial,True,0.25
27393,YrvtA7c1I4xo,Yes,Yes,popular,True,0.25
22057,YsqWyxUObwkw,No,No,popular,True,0.25
9112,YJfaj4P3us9M,No,Yes,random,True,0.25
4124,YVQnmlf2OsUg,Yes,No,adversarial,True,0.25
20634,Ym_U506sf9p4,Yes,Yes,random,True,0.25
3638,YjjHIINDfE1c,Yes,Yes,random,True,0.25
3936,YB4SZwi9Ce3o,No,No,random,True,0.25
27241,Yp9qRTh4BmSE,Yes,No,popular,True,0.25
6901,YqWYncqPSy9A,No,Yes,adversarial,True,0.25
28152,YtNxfdAd14qE,No,Yes,adversarial,True,0.25
11887,Y5ye0X5saadg,No,No,adversarial,True,0.25
30474,YkLYCjD6vWI4,Yes,No,popular,True,0.25
24935,YS8k47ME-YT4,No,No,popular,True,0.25
8604,YIvg_q4t-3w0,Yes,Yes,adversarial,True,0.25
959,YArHiac57pVk,Yes,Yes,random,True,0.25
6413,Y_YS5uKWoB6g,Yes,No,adversarial,True,0.25
7102,Y2ErfX6ZT5pM,No,Yes,adversarial,True,0.25
1694,YFA11v4SmdBc,No,No,popular,True,0.25
7421,Ykdflh3akyH8,No,Yes,popular,True,0.25
15803,YhDMHIDJdfDA,No,No,random,True,0.25
4837,YbX2vDaHL26U,No,No,popular,True,0.25
12595,YMj_BO-iK1G4,No,No,popular,True,0.25
4631,YVE6Ku0-ucUM,No,No,random,True,0.25
11747,Y3xDZ-kdGE3o,Yes,No,popular,True,0.25
12887,YU3CAjsm1sec,No,Yes,popular,True,0.25
24317,Y0On6-JiVwRs,No,Yes,random,True,0.25
18654,YSePTNAN7s-w,Yes,Yes,adversarial,True,0.25
9758,YrjUrB1WUpcI,Yes,Yes,random,True,0.25
16125,YZNEZLlDVgrE,Yes,Yes,adversarial,True,0.25
7497,YhGWarNR6xmg,No,Yes,popular,True,0.25
2564,YLs1zyPjs3k8,No,Yes,adversarial,True,0.25
25349,Y6ZwYgzcN6Is,Yes,No,popular,True,0.25
13271,Y8DLcBdC5UrE,Yes,Yes,adversarial,True,0.25
28667,Y--0w1YA1Hm4,No,No,random,True,0.25
27035,YOt0bN_hz2ec,Yes,Yes,random,True,0.25
8227,YITlqMkR5alY,No,No,random,True,0.25
1882,Y31WGUPOYS5g,No,Yes,adversarial,True,0.25
5305,YqF72bT878gw,Yes,Yes,adversarial,True,0.25
15785,YpWQeV08kYR0,Yes,Yes,random,True,0.25
11994,Y5ye0X5saadg,No,Yes,popular,True,0.25
23885,YHdxfbpnd2-8,No,Yes,random,True,0.25
21197,YHqndxoujCYI,No,Yes,random,True,0.25
1068,YFR7BDRhMATo,Yes,Yes,random,True,0.25
17369,YmlnUJH4BQnk,Yes,Yes,adversarial,True,0.25
20508,YP12nvSpKXcs,No,No,adversarial,True,0.25
9192,YE3D_z0aoUEg,Yes,Yes,random,True,0.25
21664,YoiIi6H83Y38,Yes,Yes,random,True,0.25
4436,Y0NGSrwioYjA,No,No,adversarial,True,0.25
20990,Y9zstu_IfAm4,Yes,No,adversarial,True,0.25
19990,YmUGmCSNETcg,No,No,adversarial,True,0.25
12214,YlHh0SwUhP8U,Yes,Yes,random,True,0.25
15321,YHqnSyliKTKA,Yes,Yes,popular,True,0.25
27291,Y1FNJbN-eHY4,Yes,Yes,random,True,0.25
22507,YAj_VMUSNjNM,Yes,Yes,adversarial,True,0.25
20760,Y404cD3bVXDc,No,No,adversarial,True,0.25
28094,Y_BSmz3SEW1w,No,Yes,popular,True,0.25
28421,YD96OO7nYYsg,Yes,Yes,random,True,0.25
19281,Y3XcIVh40pTI,No,Yes,random,True,0.25
15108,YsJrFyjfrL-g,Yes,No,popular,True,0.25
1006,Y4IeDBwyQ9ZQ,No,Yes,adversarial,True,0.25
347,YyL3gKa6YLoM,No,Yes,adversarial,True,0.25
29671,Yo7jW6Suyfbs,Yes,Yes,random,True,0.25
12697,Y7XXSOzDQ2z0,No,Yes,adversarial,True,0.25
20175,Y5t6tSW0yT40,Yes,No,popular,True,0.25
14395,YkVYNXZd0MMY,No,Yes,adversarial,True,0.25
9215,YE3Q1jfTeuWs,No,No,random,True,0.25
14760,YSNIaYhri76w,Yes,No,popular,True,0.25
4330,Y3IguMJkqpl4,Yes,Yes,adversarial,True,0.25
1157,YXJba7pTbpD0,No,No,adversarial,True,0.25
3850,YAtkD-3GjXMw,No,Yes,random,True,0.25
5734,Ypgq2KPX5_SA,Yes,Yes,random,True,0.25
25694,Y4YMXgLFcR94,Yes,Yes,random,True,0.25
6259,Y-DmjkgWa-rw,No,No,popular,True,0.25
21664,Y7_smJ8VbfSU,No,Yes,popular,True,0.25
19359,YD2Xc_jZllDY,Yes,No,adversarial,True,0.25
3897,Y6Nvu6EcpdE8,Yes,Yes,random,True,0.25
9289,YfrOqlk0Wm5Y,No,Yes,adversarial,True,0.25
16530,Y8F-ndyrEWJ8,No,No,random,True,0.25
24205,YEcihYbSlyck,No,Yes,adversarial,True,0.25
121,YYQSuFyFm3Lc,No,No,popular,True,0.25
5569,YAgaiowyYt88,No,No,random,True,0.25
22900,YoZaEHkfh5Eg,Yes,No,popular,True,0.25
3613,Y41D0yXSBqfI,Yes,No,popular,True,0.25
22499,Y6aWnK1GyeJY,No,No,popular,True,0.25
15682,Y4fz0-Kx2oNs,Yes,Yes,random,True,0.25
7813,YOmmPaIAXN0s,No,Yes,popular,True,0.25
19272,Yvsy1IpYmrSY,No,Yes,adversarial,True,0.25
23459,Yyrxa6_P2I80,Yes,Yes,popular,True,0.25
31207,YoN0IcZaHD_8,No,No,popular,True,0.25
4379,Y9F3sutgYTvo,No,Yes,random,True,0.25
19824,YW7OJevEgq7w,No,No,adversarial,True,0.25
4986,YzIgGMlZENTs,Yes,No,random,True,0.25
20109,Y8Zo30kV5aiI,Yes,Yes,adversarial,True,0.25
25439,YpHNMcX-9FDs,No,Yes,random,True,0.25
23949,YS8k47ME-YT4,No,No,random,True,0.25
8256,YIvg_q4t-3w0,Yes,Yes,random,True,0.25
24137,YgkWd1HugK2w,No,Yes,random,True,0.25
29617,YGGgQR7aIofY,Yes,Yes,adversarial,True,0.25
21754,YyLu4b01t53k,Yes,No,adversarial,True,0.25
21234,YaZAXO2WZn84,No,Yes,popular,True,0.25
8164,Yjs4dr5JusdM,No,No,popular,True,0.25
3497,YalaxBd_EEUc,No,No,popular,True,0.25
4006,YPMMkPq5jJXY,Yes,No,adversarial,True,0.25
10711,Y2RjqBRzmxaM,No,Yes,random,True,0.25
9674,YE3D_z0aoUEg,Yes,No,popular,True,0.25
27424,YK8-b0VtNOqA,Yes,No,adversarial,True,0.25
17703,YKVAIaRPry24,Yes,Yes,random,True,0.25
6054,Ypgq2KPX5_SA,Yes,Yes,popular,True,0.25
28304,Yz1ax0QPpd14,Yes,Yes,random,True,0.25
8601,Yktc_tJxw8sc,No,Yes,random,True,0.25
21110,Y-CcGuq0yoKo,No,No,popular,True,0.25
15495,YBLMWD6fxhpo,Yes,No,popular,True,0.25
26189,YmaVYiednkSg,Yes,Yes,popular,True,0.25
24701,YSNy_axSCoyw,Yes,No,adversarial,True,0.25
715,YYQGW5AwDOIo,No,Yes,popular,True,0.25
9903,Yy3-M1sonh3M,No,No,popular,True,0.25
18810,YOxUVcZmeiyI,No,No,random,True,0.25
25065,YMOxddxW5PXs,Yes,Yes,popular,True,0.25
4726,Y2JutOgAnqWA,Yes,Yes,adversarial,True,0.25
22192,Y67BsqRkh-dU,No,No,random,True,0.25
26015,YDrCm-HpX67k,No,No,adversarial,True,0.25
26158,YfPqj3nnwQOI,Yes,Yes,adversarial,True,0.25
2096,Ya0yXS7PmVR0,Yes,Yes,random,True,0.25
15234,YhpDltmawxIM,No,Yes,adversarial,True,0.25
20113,Y3XcIVh40pTI,No,No,popular,True,0.25
5857,Y2ymiXjImwGs,No,No,random,True,0.25
12849,YBA-lFjpzad4,No,Yes,random,True,0.25
25174,YMSziND26UTA,Yes,Yes,random,True,0.25
22546,YA0E_UiD-fR4,No,Yes,random,True,0.25
5629,YYqYCDis3EUA,No,Yes,adversarial,True,0.25
6147,Y2ymiXjImwGs,No,Yes,adversarial,True,0.25
25842,Yr2KhpX_QgXA,No,No,popular,True,0.25
26773,Y4ftDFi4684Y,No,Yes,random,True,0.25
16024,YPO8Nu3F8mkA,No,No,random,True,0.25
4899,YgQMTOKsCIyk,No,Yes,random,True,0.25
20930,Y6CDl4CqOgMg,Yes,Yes,random,True,0.25
14410,YsJrFyjfrL-g,Yes,Yes,random,True,0.25
11653,YQKHpSAAjakY,Yes,Yes,adversarial,True,0.25
10174,YA2mcp0N__7U,No,No,adversarial,True,0.25
2367,YEYTz1LPDHsc,No,No,popular,True,0.25
27744,Ys_EWjoiVfzo,Yes,No,adversarial,True,0.25
14376,YtxeXrpoMST4,No,Yes,popular,True,0.25
3375,YxBZnvfniA1c,No,Yes,popular,True,0.25
14888,YKSHpYhuTotY,No,No,random,True,0.25
2043,YPb6MqpdX5Jw,No,No,random,True,0.25
8663,YzBXoaQ1GVlc,Yes,No,adversarial,True,0.25
11875,Yy1a8PntuXYw,No,No,popular,True,0.25
17389,YNwoBDrTlbTI,No,No,adversarial,True,0.25
15745,YnD1K1Zo0qrM,No,No,random,True,0.25
18093,YbQNX7vDalQw,No,No,random,True,0.25
24185,YjYPU6aSDo88,Yes,Yes,adversarial,True,0.25
21677,Y5ORpSk5CIWc,No,No,random,True,0.25
26854,Y3hzy-FL24no,Yes,Yes,random,True,0.25
24839,Y8nUqSYC66mI,No,No,adversarial,True,0.25
14083,YXPebkNzsnRI,No,Yes,popular,True,0.25
2672,YonBZOH88OYs,Yes,Yes,random,True,0.25
3457,YalaxBd_EEUc,No,No,adversarial,True,0.25
19972,Y8VOibo9Q_Dc,Yes,No,popular,True,0.25
15098,YIPfaRF76gVU,No,No,adversarial,True,0.25
18375,YZY4aGEniU_E,No,No,popular,True,0.25
9086,Y63KW_EQ72yU,Yes,Yes,random,True,0.25
10924,YjXkLS_QzUrI,No,No,adversarial,True,0.25
21426,YwAZrOPvul4Y,Yes,No,popular,True,0.25
16540,YTSnq6n8tElo,Yes,No,adversarial,True,0.25
7889,YPMMdAKZxI_I,No,No,random,True,0.25
9796,YPg2cWEnEEvc,No,No,random,True,0.25
16655,Yi2yhbckq3p0,No,Yes,random,True,0.25
3589,YHZ9O6sc7cLA,No,Yes,popular,True,0.25
23484,Y1wW0YJQ-Xa0,Yes,Yes,adversarial,True,0.25
4121,YzoxFl3pddMg,No,Yes,adversarial,True,0.25
9653,YxIztYnMIWUA,No,Yes,adversarial,True,0.25
8158,YHVz-FJBf_iM,Yes,No,adversarial,True,0.25
2404,YEzWEO2WD_MM,No,Yes,adversarial,True,0.25
1854,YKtTLsveexOg,Yes,Yes,random,True,0.25
15757,YLVvS3s9dFKw,No,Yes,popular,True,0.25
9282,YxIztYnMIWUA,No,No,random,True,0.25
9720,YAagLJkfrFMk,Yes,Yes,random,True,0.25
17300,YFhimNYClv40,No,No,popular,True,0.25
8338,YhuMLK0oA3L8,No,No,adversarial,True,0.25
28353,YBoe3MeEpn_c,No,No,adversarial,True,0.25
8112,Yjf4iyQPJSvk,Yes,Yes,popular,True,0.25
327,YtjCNwdOUiGc,Yes,No,popular,True,0.25
25746,Y4eyY1w2QyM0,Yes,No,popular,True,0.25
1797,YQvATUKXYFBs,No,Yes,popular,True,0.25
1790,Y_ezm-TpKj1w,Yes,No,adversarial,True,0.25
16133,Y_oKXrY5Ff0g,Yes,Yes,random,True,0.25
24283,Yyau2WIRkxb8,No,No,random,True,0.25
7626,Y3wrdPAeqjVI,No,No,adversarial,True,0.25
2761,Yu9px4Lwv9XI,No,Yes,random,True,0.25
14056,YSNIaYhri76w,Yes,No,random,True,0.25
20186,YH7-orYrKBeo,Yes,Yes,adversarial,True,0.25
10533,Y6ZFU4PqXmoI,No,No,popular,True,0.25
14557,YK2kIOBeCfuo,Yes,No,popular,True,0.25
8402,YEvZ3jOMYWxk,No,No,adversarial,True,0.25
27394,Y350OCezayrk,No,Yes,adversarial,True,0.25
4544,Yfx4r_KuW6No,Yes,Yes,adversarial,True,0.25
2317,YpI_kPedctoo,Yes,No,adversarial,True,0.25
8103,Y5eSRL3PRHzo,Yes,No,adversarial,True,0.25
25804,YtB8TiiXwKmA,Yes,Yes,random,True,0.25
22155,YFlk-X0gwjF4,Yes,No,adversarial,True,0.25
12226,YrvDcg9DoNKA,No,Yes,adversarial,True,0.25
3104,YE6FH_xp3I54,Yes,Yes,popular,True,0.25
25937,YmaVYiednkSg,Yes,Yes,adversarial,True,0.25
17501,YdYZSKX7vuRI,Yes,Yes,adversarial,True,0.25
5598,YRp4Ct_TQvAM,Yes,Yes,adversarial,True,0.25
6460,YEbpOXac13yo,No,Yes,popular,True,0.25
3270,YGSHcgY6ATkQ,Yes,Yes,random,True,0.25
5171,YLs2vrr9TamU,Yes,No,adversarial,True,0.25
10254,Ydkiwn2FdDVw,No,No,random,True,0.25
2958,YOMGHnJV0l2U,Yes,Yes,random,True,0.25
2005,YkEP-BwMarf8,No,Yes,adversarial,True,0.25
12425,YCYUlLTKoa1Y,No,Yes,adversarial,True,0.25
21799,Y2bq2lc3DLwM,No,Yes,popular,True,0.25
11471,YMTIF_l_8d4Q,No,No,popular,True,0.25
9104,YdP5DbAzTl5M,Yes,No,popular,True,0.25
10846,Y4s2rRnu2PZo,Yes,Yes,popular,True,0.25
18772,Ygf6H_MWCqjw,No,No,popular,True,0.25
58,Y6BJ455B1aAs,No,No,random,True,0.25
4743,Y79XDcI6xZm0,Yes,Yes,random,True,0.25
6752,YFDwK7T1JO_0,Yes,No,random,True,0.25
22570,Y0G7rb74R-2A,Yes,Yes,random,True,0.25
2334,YEYTz1LPDHsc,No,No,adversarial,True,0.25
6633,YXIooZl1QdM4,Yes,Yes,random,True,0.25
11784,Y_GI7meqlYZk,No,No,random,True,0.25
14899,YhxbmDeNSO6Q,Yes,Yes,popular,True,0.25
6686,Y11SEBDuoqSk,Yes,Yes,popular,True,0.25
12598,YqPYwp1K4sZE,No,No,adversarial,True,0.25
15377,Yoklu5ZJD_2U,No,Yes,random,True,0.25
10885,YV4PLSw_WzVw,Yes,No,adversarial,True,0.25
10684,YYk274Wr5iIE,Yes,No,popular,True,0.25
25772,YiOCpICiu4LA,No,Yes,adversarial,True,0.25
9525,Y63KW_EQ72yU,Yes,Yes,popular,True,0.25
3364,Y41D0yXSBqfI,Yes,Yes,random,True,0.25
6730,Y0Rpjl1AO-P0,Yes,No,adversarial,True,0.25
27945,YBz9Y5nZK3eo,Yes,Yes,popular,True,0.25
6349,YHUwXtfYRFwk,Yes,Yes,popular,True,0.25
17680,YAR8-MVl_Mf8,No,Yes,adversarial,True,0.25
7486,YOTLtzk0W4zg,No,Yes,random,True,0.25
19346,Y5t6tSW0yT40,Yes,Yes,random,True,0.25
10103,YWOywdRmySs0,No,No,random,True,0.25
4382,Y3IguMJkqpl4,Yes,No,popular,True,0.25
30499,YCwxgQS3SXic,No,No,popular,True,0.25
